1	+380009013946,+380009706320,376261,376290,376410,149,120,ANSWERED
2	+380009013947,+380003333192,376738,376740,376907,169,167,ANSWERED
3	+380009013946,+380001367906,377171,377252,377306,135,54,ANSWERED
4	+380009013948,+380008464630,377202,377288,377462,260,174,ANSWERED
5	+380009013948,+380001529224,377242,377292,377417,175,125,ANSWERED
6	+380009013947,+380007520311,377471,377522,377552,81,30,ANSWERED
7	+380009013946,+380000286283,379247,379290,379402,155,112,ANSWERED
8	+380009013946,+380001367906,379409,379487,379633,224,146,BUSY
9	+380009013949,+380007520311,379428,379505,379519,91,14,ANSWERED
10	+380009013948,+380005736364,379505,379546,379578,73,32,ABANDONED
11	+380009013948,+380003513978,379571,379647,379656,85,9,ANSWERED
12	+380009013948,+380008401782,379599,379632,379781,182,149,BUSY
13	+380009013946,+380001457838,379670,379687,379743,73,56,ANSWERED
14	+380009013946,+380004256700,379774,379805,379957,183,152,ANSWERED
15	+380009013948,+380009488287,379910,379954,380054,144,100,BUSY
16	+380009013949,+380003197278,380738,380825,380876,138,51,BUSY
17	+380009013946,+380002797625,380847,380875,381018,171,143,ANSWERED
18	+380009013946,+380004034576,381201,381227,381265,64,38,ANSWERED
19	+380009013946,+380001457838,381279,381350,381521,242,171,ANSWERED
20	+380009013949,+380006755298,381283,381298,381306,23,8,ANSWERED
21	+380009013947,+380004163726,381289,381358,381498,209,140,ANSWERED
22	+380009013946,+380000793958,381369,381416,381561,192,145,ANSWERED
23	+380009013946,+380002929501,381435,381468,381549,114,81,ANSWERED
24	+380009013946,+380001411916,381757,381825,381906,149,81,ANSWERED
25	+380009013949,+380003709760,381769,381844,381983,214,139,ANSWERED
26	+380009013947,+380003709760,381779,381822,381865,86,43,ANSWERED
27	+380009013947,+380003958625,381929,381947,381978,49,31,ANSWERED
28	+380009013949,+380004855928,382086,382141,382251,165,110,ANSWERED
29	+380009013949,+380007520311,382123,382130,382297,174,167,ABANDONED
30	+380009013949,+380002816850,382208,382238,382385,177,147,ANSWERED
31	+380009013948,+380003559034,382363,382368,382431,68,63,ANSWERED
32	+380009013949,+380002797625,382576,382593,382617,41,24,ANSWERED
33	+380009013947,+380001426550,382662,382750,382770,108,20,ANSWERED
34	+380009013949,+380001819046,382797,382797,382901,104,104,ANSWERED
35	+380009013947,+380004163726,383003,383089,383201,198,112,ANSWERED
36	+380009013948,+380000286283,383088,383122,383145,57,23,ANSWERED
37	+380009013949,+380001426550,383197,383258,383330,133,72,ANSWERED
38	+380009013946,+380002797625,383226,383307,383341,115,34,ANSWERED
39	+380009013949,+380001411916,383372,383383,383395,23,12,ANSWERED
40	+380009013946,+380001574755,383435,383523,383571,136,48,ABANDONED
41	+380009013948,+380003709760,383477,383511,383511,34,0,ABANDONED
42	+380009013947,+380000383234,383486,383523,383548,62,25,ANSWERED
43	+380009013949,+380009448802,383487,383564,383691,204,127,ANSWERED
44	+380009013946,+380002816850,383544,383629,383784,240,155,ANSWERED
45	+380009013949,+380000286283,383583,383665,383798,215,133,ANSWERED
46	+380009013947,+380001367906,383730,383812,383858,128,46,ANSWERED
47	+380009013949,+380002929501,383822,383849,383851,29,2,ANSWERED
48	+380009013949,+380004034576,383843,383915,384051,208,136,ANSWERED
49	+380009013949,+380001819046,384256,384283,384348,92,65,ANSWERED
50	+380009013946,+380003206182,384271,384294,384408,137,114,ANSWERED
51	+380009013948,+380007520311,384336,384402,384504,168,102,ABANDONED
52	+380009013948,+380009887553,384749,384775,384818,69,43,ANSWERED
53	+380009013947,+380000088667,385099,385157,385179,80,22,ANSWERED
54	+380009013948,+380008401782,385124,385189,385332,208,143,ANSWERED
55	+380009013947,+380003709760,385139,385212,385320,181,108,ANSWERED
56	+380009013947,+380001529224,385210,385285,385434,224,149,BUSY
57	+380009013947,+380006093847,385260,385294,385442,182,148,ANSWERED
58	+380009013947,+380001202375,385354,385376,385493,139,117,ANSWERED
59	+380009013947,+380001457838,385372,385398,385415,43,17,ANSWERED
60	+380009013947,+380005736364,385445,385459,385615,170,156,ABANDONED
61	+380009013946,+380007584914,385606,385627,385627,21,0,ANSWERED
62	+380009013948,+380002929501,385632,385679,385783,151,104,ABANDONED
