1	+380009013947,+380002200090,376335,376407,376498,163,91,ANSWERED
2	+380009013946,+380006559864,376377,376394,376431,54,37,ANSWERED
3	+380009013946,+380007045907,376388,376409,376580,192,171,ANSWERED
4	+380009013949,+380008776060,376450,376462,376513,63,51,ANSWERED
5	+380009013947,+380005826471,376524,376578,376684,160,106,ANSWERED
6	+380009013946,+380007871550,376530,376574,376743,213,169,BUSY
7	+380009013946,+380000396126,376712,376712,376855,143,143,ANSWERED
8	+380009013946,+380003354646,377002,377012,377113,111,101,ANSWERED
9	+380009013949,+380006006674,377024,377079,377180,156,101,ANSWERED
10	+380009013949,+380004597588,377311,377314,377393,82,79,ANSWERED
11	+380009013949,+380008349884,377363,377452,377563,200,111,ANSWERED
12	+380009013948,+380009222359,377444,377524,377608,164,84,ANSWERED
13	+380009013949,+380000286162,377645,377710,377756,111,46,ANSWERED
14	+380009013946,+380000413280,377761,377826,377888,127,62,ANSWERED
15	+380009013946,+380000832604,377862,377873,377902,40,29,ANSWERED
16	+380009013946,+380003289729,378074,378148,378203,129,55,ANSWERED
17	+380009013946,+380009222359,378080,378132,378257,177,125,ANSWERED
18	+380009013947,+380008449026,378089,378153,378284,195,131,ANSWERED
19	+380009013947,+380007459457,378142,378209,378209,67,0,ANSWERED
20	+380009013946,+380007853710,378165,378249,378303,138,54,BUSY
21	+380009013947,+380000377114,378201,378202,378339,138,137,ANSWERED
22	+380009013947,+380003289729,378574,378618,378642,68,24,ANSWERED
23	+380009013946,+380007871550,378895,378970,379097,202,127,ANSWERED
24	+380009013946,+380008449026,379341,379413,379428,87,15,BUSY
25	+380009013946,+380008449026,380239,380245,380261,22,16,ANSWERED
26	+380009013947,+380002639534,380468,380518,380635,167,117,ANSWERED
27	+380009013946,+380005541516,381031,381115,381196,165,81,BUSY
28	+380009013947,+380000413280,381181,381200,381322,141,122,ANSWERED
29	+380009013946,+380003070581,381692,381703,381718,26,15,ANSWERED
30	+380009013947,+380002200090,382434,382475,382608,174,133,ABANDONED
31	+380009013947,+380007459457,382893,382931,382973,80,42,ANSWERED
32	+380009013947,+380002356683,383218,383288,383370,152,82,BUSY
33	+380009013947,+380006840513,383359,383389,383413,54,24,ANSWERED
34	+380009013946,+380000411980,383720,383750,383887,167,137,ANSWERED
35	+380009013946,+380002874319,383789,383868,383955,166,87,ANSWERED
36	+380009013947,+380008884922,383832,383907,384046,214,139,BUSY
37	+380009013946,+380004098994,384063,384115,384267,204,152,ANSWERED
38	+380009013947,+380003289729,384081,384151,384234,153,83,ANSWERED
39	+380009013947,+380001785948,384431,384458,384555,124,97,ANSWERED
40	+380009013947,+380004098994,384528,384572,384708,180,136,ANSWERED
41	+380009013947,+380002200090,384744,384798,384963,219,165,ANSWERED
42	+380009013946,+380008776060,384876,384932,384944,68,12,ANSWERED
43	+380009013947,+380007143035,385246,385327,385440,194,113,ANSWERED
44	+380009013946,+380003925875,385528,385594,385610,82,16,ANSWERED
45	+380009013946,+380005127126,385560,385642,385734,174,92,ANSWERED
46	+380009013947,+380009222359,385565,385638,385713,148,75,ANSWERED
47	+380009013946,+380002356683,385684,385742,385892,208,150,ANSWERED
48	+380009013946,+380000028974,385799,385818,385970,171,152,ANSWERED
49	+380009013947,+380007045907,386230,386270,386370,140,100,ANSWERED
50	+380009013947,+380003354646,386371,386455,386493,122,38,ANSWERED
51	+380009013946,+380006840513,386517,386547,386561,44,14,ANSWERED
52	+380009013946,+380008776060,387092,387125,387230,138,105,BUSY
53	+380009013947,+380006881877,387191,387251,387364,173,113,ABANDONED
54	+380009013946,+380003070581,387399,387451,387498,99,47,ANSWERED
55	+380009013947,+380004098994,387468,387495,387587,119,92,ABANDONED
56	+380009013947,+380000832604,387690,387735,387866,176,131,BUSY
57	+380009013946,+380006497587,388000,388047,388146,146,99,ANSWERED
58	+380009013946,+380000396126,388181,388236,388280,99,44,ANSWERED
59	+380009013946,+380009343168,388345,388379,388547,202,168,ANSWERED
60	+380009013946,+380000201660,388390,388412,388455,65,43,ANSWERED
61	+380009013947,+380009343168,388409,388436,388515,106,79,ANSWERED
62	+380009013947,+380002356683,388907,388909,389057,150,148,ANSWERED
63	+380009013946,+380007853710,389144,389230,389309,165,79,ANSWERED
64	+380009013946,+380001785948,389537,389540,389654,117,114,ABANDONED
65	+380009013946,+380009222359,389853,389869,390009,156,140,BUSY
66	+380009013947,+380007853710,390273,390344,390392,119,48,ANSWERED
67	+380009013947,+380006581372,390368,390451,390572,204,121,ANSWERED
68	+380009013947,+380003354646,390501,390552,390644,143,92,ANSWERED
69	+380009013947,+380009123005,391013,391031,391093,80,62,ABANDONED
70	+380009013946,+380006559864,391023,391029,391180,157,151,ANSWERED
71	+380009013946,+380005667006,391040,391066,391227,187,161,ANSWERED
72	+380009013947,+380007045907,391068,391122,391273,205,151,ABANDONED
73	+380009013946,+380006881877,391132,391169,391197,65,28,ANSWERED
74	+380009013946,+380006497587,391326,391403,391418,92,15,ANSWERED
75	+380009013946,+380009363504,391328,391414,391414,86,0,BUSY
76	+380009013946,+380008349884,391375,391430,391596,221,166,ANSWERED
77	+380009013947,+380007143035,391402,391436,391578,176,142,ANSWERED
78	+380009013947,+380005541516,391445,391453,391572,127,119,ANSWERED
79	+380009013947,+380009123005,391504,391584,391666,162,82,ANSWERED
80	+380009013946,+380007045907,391558,391568,391639,81,71,ANSWERED
81	+380009013947,+380008776060,391583,391632,391720,137,88,ANSWERED
82	+380009013946,+380006497587,391586,391632,391698,112,66,ANSWERED
83	+380009013947,+380007143035,391790,391852,392002,212,150,ANSWERED
84	+380009013946,+380005127126,391923,391931,392075,152,144,ANSWERED
85	+380009013947,+380009440928,392003,392009,392083,80,74,ANSWERED
86	+380009013947,+380000201660,392017,392101,392172,155,71,ANSWERED
87	+380009013946,+380003925875,392051,392059,392149,98,90,ANSWERED
88	+380009013946,+380008280178,392125,392136,392222,97,86,ANSWERED
89	+380009013947,+380003925875,392325,392329,392365,40,36,ANSWERED
90	+380009013946,+380003289729,392431,392431,392453,22,22,ANSWERED
91	+380009013947,+380008280178,392455,392473,392556,101,83,ANSWERED
92	+380009013946,+380005826471,392650,392657,392789,139,132,ABANDONED
93	+380009013947,+380001785948,392675,392678,392678,3,0,ANSWERED
94	+380009013946,+380008776060,392704,392755,392758,54,3,ANSWERED
95	+380009013946,+380005437487,392787,392825,392885,98,60,ANSWERED
96	+380009013947,+380009363504,393177,393255,393421,244,166,ANSWERED
97	+380009013947,+380005127126,393186,393253,393318,132,65,BUSY
98	+380009013946,+380005541516,393456,393513,393679,223,166,ANSWERED
99	+380009013947,+380000028974,393460,393492,393649,189,157,ANSWERED
100	+380009013947,+380007143035,393821,393881,393992,171,111,ANSWERED
101	+380009013946,+380003289729,394013,394087,394238,225,151,ANSWERED
102	+380009013946,+380000413280,394044,394070,394136,92,66,ANSWERED
