1	+380008823197,+380001846349,377225,377254,377342,117,88,ANSWERED
2	+380008823197,+380006149222,377499,377537,377604,105,67,ABANDONED
3	+380008823197,+380005075892,378205,378290,378294,89,4,ANSWERED
4	+380008823197,+380009881300,378666,378727,378861,195,134,ANSWERED
5	+380008823197,+380000693022,378876,378922,378939,63,17,ANSWERED
6	+380008823197,+380003318767,379040,379101,379218,178,117,ANSWERED
7	+380008823197,+380002157573,379172,379256,379430,258,174,ANSWERED
8	+380008823197,+380000841693,379368,379403,379413,45,10,BUSY
9	+380008823197,+380000065581,379416,379459,379506,90,47,ANSWERED
10	+380008823197,+380000693022,379640,379656,379699,59,43,ANSWERED
11	+380008823197,+380005075892,380443,380504,380612,169,108,ANSWERED
12	+380008823197,+380002628932,382150,382234,382316,166,82,ANSWERED
13	+380008823197,+380003997446,382217,382293,382297,80,4,ANSWERED
14	+380008823197,+380009463094,383256,383262,383357,101,95,ANSWERED
15	+380008823197,+380008504490,383456,383513,383644,188,131,ANSWERED
16	+380008823197,+380002032315,383559,383642,383774,215,132,ANSWERED
17	+380008823197,+380004809778,383840,383911,383991,151,80,ANSWERED
18	+380008823197,+380009869808,384049,384074,384195,146,121,ANSWERED
19	+380008823197,+380009342628,384107,384180,384308,201,128,ANSWERED
20	+380008823197,+380003462671,384550,384579,384604,54,25,ANSWERED
21	+380008823197,+380002628932,384552,384627,384630,78,3,ANSWERED
22	+380008823197,+380000416926,384841,384843,385015,174,172,ANSWERED
23	+380008823197,+380000416926,384855,384905,385065,210,160,ANSWERED
24	+380008823197,+380004477507,384855,384878,384948,93,70,ANSWERED
25	+380008823197,+380008249419,385506,385581,385649,143,68,ANSWERED
26	+380008823197,+380002628932,385648,385721,385782,134,61,ANSWERED
27	+380008823197,+380008249419,385982,385982,386117,135,135,ANSWERED
28	+380008823197,+380003997446,386424,386510,386540,116,30,ANSWERED
29	+380008823197,+380008128335,386664,386695,386819,155,124,ANSWERED
30	+380008823197,+380008215181,386728,386785,386866,138,81,ANSWERED
31	+380008823197,+380008504490,386829,386898,386912,83,14,ANSWERED
32	+380008823197,+380006214928,387329,387342,387489,160,147,BUSY
33	+380008823197,+380000416926,387580,387667,387758,178,91,ABANDONED
34	+380008823197,+380006959046,387854,387863,387981,127,118,BUSY
35	+380008823197,+380004445475,387857,387925,388066,209,141,ANSWERED
36	+380008823197,+380004477507,388298,388386,388552,254,166,ANSWERED
37	+380008823197,+380009869808,388359,388448,388509,150,61,ANSWERED
38	+380008823197,+380002032315,389293,389324,389408,115,84,ANSWERED
39	+380008823197,+380004445475,389963,390050,390051,88,1,ANSWERED
40	+380008823197,+380008504490,390007,390070,390183,176,113,ABANDONED
41	+380008823197,+380009881300,390445,390494,390515,70,21,ANSWERED
42	+380008823197,+380003583131,390654,390726,390814,160,88,ANSWERED
43	+380008823197,+380005208748,390867,390926,390960,93,34,ANSWERED
44	+380008823197,+380005704762,391311,391344,391516,205,172,ANSWERED
45	+380008823197,+380008215181,391441,391526,391545,104,19,BUSY
46	+380008823197,+380009044348,391519,391529,391683,164,154,ANSWERED
47	+380008823197,+380009342628,391573,391605,391770,197,165,ABANDONED
48	+380008823197,+380006149222,391754,391796,391817,63,21,ANSWERED
49	+380008823197,+380006460530,391798,391803,391910,112,107,ANSWERED
50	+380008823197,+380006460530,392442,392524,392662,220,138,ANSWERED
51	+380008823197,+380002804294,392571,392619,392635,64,16,ANSWERED
52	+380008823197,+380002125726,392834,392840,392925,91,85,ANSWERED
53	+380008823197,+380005208748,393050,393069,393178,128,109,ANSWERED
54	+380008823197,+380003997446,393080,393098,393161,81,63,ANSWERED
55	+380008823197,+380001198972,393802,393820,393836,34,16,ANSWERED
56	+380008823197,+380001198972,394790,394794,394819,29,25,BUSY
57	+380008823197,+380008215181,395886,395928,395968,82,40,ANSWERED
58	+380008823197,+380003462671,396074,396106,396252,178,146,ANSWERED
59	+380008823197,+380001846349,396147,396165,396316,169,151,ANSWERED
60	+380008823197,+380002032315,396243,396256,396288,45,32,ANSWERED
61	+380008823197,+380004445475,397579,397668,397828,249,160,ANSWERED
62	+380008823197,+380000065581,397597,397599,397667,70,68,ANSWERED
63	+380008823197,+380004809778,397673,397704,397801,128,97,ANSWERED
64	+380008823197,+380001396831,398042,398057,398224,182,167,ANSWERED
65	+380008823197,+380002032315,398389,398455,398469,80,14,ANSWERED
66	+380008823197,+380005130028,398715,398780,398827,112,47,BUSY
67	+380008823197,+380008215181,398766,398786,398836,70,50,BUSY
68	+380008823197,+380001846349,399284,399317,399367,83,50,ANSWERED
69	+380008823197,+380001418779,400016,400041,400155,139,114,ANSWERED
70	+380008823197,+380005130028,400020,400108,400191,171,83,ANSWERED
71	+380008823197,+380000841693,400407,400472,400585,178,113,ANSWERED
72	+380008823197,+380005075892,401505,401514,401627,122,113,ABANDONED
73	+380008823197,+380003318767,401567,401590,401668,101,78,ANSWERED
74	+380008823197,+380003583131,401829,401836,401949,120,113,ANSWERED
75	+380008823197,+380009881300,401843,401911,401978,135,67,BUSY
76	+380008823197,+380000416926,401875,401940,402000,125,60,ABANDONED
77	+380008823197,+380001846349,402089,402124,402173,84,49,ANSWERED
78	+380008823197,+380002804294,402116,402164,402218,102,54,ANSWERED
79	+380008823197,+380002157573,402131,402204,402213,82,9,ABANDONED
80	+380008823197,+380007664553,402335,402399,402450,115,51,ABANDONED
81	+380008823197,+380001396831,402929,402983,403156,227,173,ANSWERED
82	+380008823197,+380009881300,403614,403686,403820,206,134,ANSWERED
